# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	ERR526049
UniRef90_A0A0P0LFC2|unclassified	5.5418911628
UniRef90_A0A0T9XRE3	54.9745286321
UniRef90_A0A0T9XRE3|unclassified	54.9745286321
UniRef90_T0TJJ2	54.9666899670
UniRef90_T0TJJ2|unclassified	54.9666899670
UniClust90_71664-GHOEJIFG_01998	54.9626349074
UniClust90_71664-GHOEJIFG_01998|unclassified	54.9626349074
UniClust90_36997-NNOGOGAI_00964	54.9606990330
UniClust90_36997-NNOGOGAI_00964|unclassified	54.9606990330
UniRef90_E6UD07	54.9491882045
UniRef90_E6UD07|unclassified	54.9491882045
UniRef90_O34512	54.9227955870
UniRef90_O34512|unclassified	54.9227955870
UniClust90_15014-KNBJAMIH_01309	54.9218391740
UniClust90_15014-KNBJAMIH_01309|unclassified	54.9218391740
UniRef90_A0A0P0LC60	54.8759056630
UniRef90_A0A0P0LC60|s__Phocaeicola_vulgatus.t__SGB1814	49.2896396200
UniRef90_A0A0P0LC60|unclassified	5.5862660429
UniRef90_A0A0M6W9V3	54.8738580785
UniRef90_A0A0M6W9V3|unclassified	54.8738580785
UniRef90_A6L169	54.8701375468
UniRef90_A6L169|s__Phocaeicola_vulgatus.t__SGB1814	43.4270514775
UniRef90_A6L169|unclassified	11.4430860693
UniRef90_UNK28778-CPJKPPBI_00685	54.8684814147
UniRef90_UNK28778-CPJKPPBI_00685|unclassified	54.8684814147
UniRef90_A0A0M6W939	54.8628936842
UniRef90_A0A0M6W939|unclassified	54.8628936842
UniRef90_UNK15346-JACDHLLC_00495	54.8252257772
UniRef90_UNK15346-JACDHLLC_00495|unclassified	54.8252257772
UniClust90_29422-FDLBNPDJ_01161	54.8184360913
UniClust90_29422-FDLBNPDJ_01161|unclassified	54.8184360913
UniRef90_C7GDY1	54.7914165815
UniRef90_C7GDY1|unclassified	54.7914165815
UniRef90_C0FS44	54.7842325215
UniRef90_C0FS44|unclassified	54.7842325215
UniRef90_A0A174C4K7	54.7817173400
UniRef90_A0A174C4K7|unclassified	54.7817173400
UniRef90_A0A412XSJ8	54.7569815927
UniRef90_A0A412XSJ8|s__Parabacteroides_distasonis.t__SGB1934	16.7851364568
UniRef90_A0A412XSJ8|s__Bacteroides_uniformis.t__SGB1836	12.1724700249
UniRef90_A0A412XSJ8|s__Bacteroides_caccae.t__SGB1877	9.0949355038
UniRef90_A0A412XSJ8|s__Bacteroides_faecis.t__SGB1860	8.5067632386
UniRef90_A0A412XSJ8|s__Phocaeicola_vulgatus.t__SGB1814	8.1976763685
UniClust90_4929-FDHDCOBC_00253	54.7434050673
UniClust90_4929-FDHDCOBC_00253|unclassified	54.7434050673
UniClust90_37125-NFIFOFAP_01034	54.7334842167
UniClust90_37125-NFIFOFAP_01034|unclassified	54.7334842167
UniClust90_4342-AMHHHHIH_01267	54.7304463989
UniClust90_4342-AMHHHHIH_01267|unclassified	54.7304463989
UniRef90_A0A0N7J708	54.7181155278
UniRef90_A0A0N7J708|s__Phocaeicola_vulgatus.t__SGB1814	54.7181155278
UniClust90_14252-OOKNPIFC_01873	54.6939828118
UniClust90_14252-OOKNPIFC_01873|unclassified	54.6939828118
UniRef90_D1K489	54.6776887009
UniRef90_D1K489|s__Phocaeicola_vulgatus.t__SGB1814	54.6776887009
UniClust90_36338-ANHJFJJM_00190	54.6548082519
UniClust90_36338-ANHJFJJM_00190|unclassified	54.6548082519
UniClust90_4733-FKOAHAON_01831	54.6508058418
UniClust90_4733-FKOAHAON_01831|unclassified	54.6508058418
UniRef90_A6L070	54.6197633091
UniRef90_A6L070|s__Phocaeicola_vulgatus.t__SGB1814	46.6750093101
UniRef90_A6L070|unclassified	7.9447539990
UniRef90_A0A0M1W960	54.5853971862
UniRef90_A0A0M1W960|s__Phocaeicola_vulgatus.t__SGB1814	29.7265338076
UniRef90_A0A0M1W960|s__Parabacteroides_distasonis.t__SGB1934	24.8588633787
UniClust90_41477-NCAEIKCF_01292	54.5783852899
UniClust90_41477-NCAEIKCF_01292|unclassified	54.5783852899
UniRef90_A0A351VBI8	54.5507754200
UniRef90_A0A351VBI8|unclassified	54.5507754200
UniRef90_A0A1C5QNX6	54.5163123950
UniRef90_A0A1C5QNX6|unclassified	54.5163123950
UniClust90_3962-HGHMGEOL_00211	54.5140963359
UniClust90_3962-HGHMGEOL_00211|unclassified	54.5140963359
UniRef90_C7GAQ5	54.4983730959
UniRef90_C7GAQ5|unclassified	54.4983730959
UniRef90_A0A174PHW9	54.4688100217
UniRef90_A0A174PHW9|unclassified	30.7453111551
UniRef90_A0A174PHW9|s__Phocaeicola_vulgatus.t__SGB1814	23.7234988666
UniRef90_A0A076IX29	54.4426051381
UniRef90_A0A076IX29|s__Phocaeicola_vulgatus.t__SGB1814	54.4426051381
UniClust90_4895-IAAGNFJB_00197	54.4361069670
UniClust90_4895-IAAGNFJB_00197|unclassified	54.4361069670
UniRef90_C7GAM3	54.4272977030
UniRef90_C7GAM3|unclassified	54.4272977030
UniRef90_U6RBF3	54.4003792212
UniRef90_U6RBF3|s__Phocaeicola_vulgatus.t__SGB1814	54.4003792212
UniRef90_A0A0M0N1B3	54.3802459326
UniRef90_A0A0M0N1B3|s__Parabacteroides_distasonis.t__SGB1934	54.3802459326
UniClust90_15278-MEIDEFGA_01354	54.3747931724
UniClust90_15278-MEIDEFGA_01354|unclassified	54.3747931724
UniClust90_15090-ELEFKKGE_00641	54.3737636354
UniClust90_15090-ELEFKKGE_00641|unclassified	54.3737636354
UniRef90_UNK15108-AHMKHNDA_00023	54.3737636354
UniRef90_UNK15108-AHMKHNDA_00023|unclassified	54.3737636354
UniClust90_54347-NOGNEBNM_00631	54.3380057788
UniClust90_54347-NOGNEBNM_00631|unclassified	54.3380057788
UniRef90_K5ZFY8	54.3376416113
UniRef90_K5ZFY8|s__Bacteroides_faecis.t__SGB1860	54.3376416113
UniRef90_UNK63299-KGHMIKEM_01678	54.3107972290
UniRef90_UNK63299-KGHMIKEM_01678|unclassified	54.3107972290
UniRef90_A0A353MZG3	54.3069201964
UniRef90_A0A353MZG3|unclassified	54.3069201964
UniClust90_15158-LHALFEBN_00131	54.2603298210
UniClust90_15158-LHALFEBN_00131|unclassified	54.2603298210
UniRef90_A0A173RJ58	54.2561491707
UniRef90_A0A173RJ58|unclassified	54.2561491707
UniRef90_P0CF79	54.2451593366
UniRef90_P0CF79|s__Escherichia_coli.t__SGB10068	54.2451593366
UniClust90_43668-AEKMEGIB_01478	54.2411645849
UniClust90_43668-AEKMEGIB_01478|unclassified	54.2411645849
UniRef90_A0A1C5R2E5	54.2335940131
UniRef90_A0A1C5R2E5|unclassified	54.2335940131
UniRef90_A0A1C6FWH6	54.2090869514
UniRef90_A0A1C6FWH6|unclassified	54.2090869514
UniRef90_A0A414G4R5	54.2022386811
UniRef90_A0A414G4R5|s__Bacteroides_uniformis.t__SGB1836	44.8047329428
UniRef90_A0A414G4R5|s__Phocaeicola_vulgatus.t__SGB1814	9.3975057382
UniRef90_G4KTF4	54.1962689689
UniRef90_G4KTF4|unclassified	54.1962689689
UniRef90_H0U541	54.1383403562
UniRef90_H0U541|unclassified	54.1383403562
UniClust90_41602-AJFJLGCB_00702	54.1380700705
UniClust90_41602-AJFJLGCB_00702|unclassified	54.1380700705
UniClust90_41609-CPDJHDMI_01712	54.1232904103
UniClust90_41609-CPDJHDMI_01712|unclassified	54.1232904103
UniClust90_5684-PGBAOCDN_00217	54.1161285079
UniClust90_5684-PGBAOCDN_00217|unclassified	54.1161285079
UniRef90_R9HJV9	54.1141687246
UniRef90_R9HJV9|s__Phocaeicola_vulgatus.t__SGB1814	54.1141687246
UniRef90_A0A1C6EAS7	54.1112051078
UniRef90_A0A1C6EAS7|unclassified	54.1112051078
UniRef90_K1UJ58	54.0941713214
UniRef90_K1UJ58|unclassified	54.0941713214
UniRef90_A0A1C6H739	54.0898602179
UniRef90_A0A1C6H739|unclassified	54.0898602179
UniRef90_C7G7W2	54.0813759960
UniRef90_C7G7W2|unclassified	54.0813759960
UniRef90_D4K8W4	54.0789742183
UniRef90_D4K8W4|unclassified	54.0789742183
UniClust90_59822-GLHPHPED_01624	54.0730271859
UniClust90_59822-GLHPHPED_01624|unclassified	54.0730271859
UniClust90_41473-DIJCEMFM_01012	54.0614478812
UniClust90_41473-DIJCEMFM_01012|unclassified	54.0614478812
UniClust90_41494-JJKCANNL_01601	54.0556023761
UniClust90_41494-JJKCANNL_01601|unclassified	54.0556023761
UniClust90_15317-PIJCCCEM_01610	54.0423768949
UniClust90_15317-PIJCCCEM_01610|unclassified	54.0423768949
UniRef90_A6L012	54.0386573769
UniRef90_A6L012|s__Phocaeicola_vulgatus.t__SGB1814	45.7143317448
UniRef90_A6L012|unclassified	8.3243256321
UniRef90_A0A1C5U8B6	54.0020014723
UniRef90_A0A1C5U8B6|unclassified	54.0020014723
UniRef90_Q89ZG0	53.9488144933
UniRef90_Q89ZG0|s__Phocaeicola_vulgatus.t__SGB1814	35.2507057769
UniRef90_Q89ZG0|s__Bacteroides_caccae.t__SGB1877	12.0806735590
UniRef90_Q89ZG0|s__Bacteroides_faecis.t__SGB1860	4.7783510076
UniRef90_Q89ZG0|s__Bacteroides_uniformis.t__SGB1836	1.8390841499
UniRef90_A0A1C6HWB7	53.9376111756
UniRef90_A0A1C6HWB7|unclassified	53.9376111756
UniRef90_A0A2W0C827	53.9294063678
UniRef90_A0A2W0C827|unclassified	53.9294063678
UniRef90_R9I7S4	53.9199275726
UniRef90_R9I7S4|s__Phocaeicola_vulgatus.t__SGB1814	53.9199275726
UniRef90_A0A173U4H9	53.9033899778
UniRef90_A0A173U4H9|unclassified	53.9033899778
UniClust90_15074-FKDLBDGJ_00586	53.8881504303
UniClust90_15074-FKDLBDGJ_00586|unclassified	53.8881504303
UniRef90_A0A174B3P7	53.8751883686
UniRef90_A0A174B3P7|unclassified	53.8751883686
UniRef90_A0A3D0JE29	53.8575712811
UniRef90_A0A3D0JE29|unclassified	53.8575712811
UniRef90_A0A0P0M0Z8	53.8451476271
UniRef90_A0A0P0M0Z8|s__Phocaeicola_vulgatus.t__SGB1814	53.8451476271
UniClust90_4680-GNBELKGF_00385	53.8449697298
UniClust90_4680-GNBELKGF_00385|unclassified	53.8449697298
UniRef90_A0A354NDQ0	53.8289038214
UniRef90_A0A354NDQ0|unclassified	53.8289038214
UniClust90_41545-GPOJHLIC_03634	53.8152434516
UniClust90_41545-GPOJHLIC_03634|unclassified	53.8152434516
UniRef90_G2T0Y1	53.8114980942
UniRef90_G2T0Y1|unclassified	53.8114980942
UniRef90_UNK41480-ECMCCDFM_01981	53.8063100231
UniRef90_UNK41480-ECMCCDFM_01981|unclassified	53.8063100231
UniRef90_A0A1Q6TVN5	53.7687450738
UniRef90_A0A1Q6TVN5|unclassified	53.7687450738
UniRef90_A0A3A5ZU88	53.7536181445
UniRef90_A0A3A5ZU88|s__Phocaeicola_vulgatus.t__SGB1814	53.7536181445
UniRef90_D4KJS2	53.7395197104
UniRef90_D4KJS2|unclassified	53.7395197104
UniRef90_A0A0M6W8Z6	53.7383325814
UniRef90_A0A0M6W8Z6|unclassified	53.7383325814
UniRef90_UNK4939-ILEINMEL_02287	53.7313389752
UniRef90_UNK4939-ILEINMEL_02287|unclassified	53.7313389752
UniRef90_A0A0M6X0A2	53.7288691729
UniRef90_A0A0M6X0A2|unclassified	53.7288691729
UniClust90_41537-NCDKEPIL_01194	53.7284888379
UniClust90_41537-NCDKEPIL_01194|unclassified	53.7284888379
UniRef90_F7LT77	53.7171002443
UniRef90_F7LT77|s__Parabacteroides_distasonis.t__SGB1934	19.5698666488
UniRef90_F7LT77|s__Bacteroides_uniformis.t__SGB1836	19.5131321756
UniRef90_F7LT77|s__Phocaeicola_vulgatus.t__SGB1814	14.6341014200
UniRef90_A0A0P0LAN9	53.7161081127
UniRef90_A0A0P0LAN9|s__Phocaeicola_vulgatus.t__SGB1814	28.6684394871
UniRef90_A0A0P0LAN9|unclassified	25.0476686255
UniRef90_UNK15311-KEJCFIPE_02207	53.7117301063
UniRef90_UNK15311-KEJCFIPE_02207|unclassified	53.7117301063
UniRef90_A0A0P0M495	53.7046151116
UniRef90_A0A0P0M495|s__Phocaeicola_vulgatus.t__SGB1814	53.7046151116
UniRef90_Q8AAN9	53.7021770737
UniRef90_Q8AAN9|s__Phocaeicola_vulgatus.t__SGB1814	38.0246306935
UniRef90_Q8AAN9|s__Bacteroides_faecis.t__SGB1860	6.4870169035
UniRef90_Q8AAN9|s__Bacteroides_uniformis.t__SGB1836	5.9438750420
UniRef90_Q8AAN9|s__Bacteroides_caccae.t__SGB1877	3.2466544347
UniClust90_4732-DIHGOPAH_02994	53.6806043479
UniClust90_4732-DIHGOPAH_02994|unclassified	53.6806043479
UniRef90_A0A0I9UMR3	53.6711322883
UniRef90_A0A0I9UMR3|s__Bacteroides_faecis.t__SGB1860	53.6711322883
UniRef90_A0A285PVJ0	53.6520146754
UniRef90_A0A285PVJ0|unclassified	53.6520146754
UniClust90_29095-CMNIEDPJ_01650	53.6401438557
UniClust90_29095-CMNIEDPJ_01650|unclassified	53.6401438557
UniRef90_A0A175A3G6	53.6271935764
UniRef90_A0A175A3G6|unclassified	53.6271935764
UniClust90_4704-CKCEGLLP_00633	53.6233921206
UniClust90_4704-CKCEGLLP_00633|unclassified	53.6233921206
UniRef90_A0A0P0LKX6	53.6222953084
UniRef90_A0A0P0LKX6|s__Phocaeicola_vulgatus.t__SGB1814	38.8582730447
UniRef90_A0A0P0LKX6|unclassified	14.7640222636
UniClust90_41474-APBOIKPN_01410	53.5998434950
UniClust90_41474-APBOIKPN_01410|unclassified	53.5998434950
UniClust90_41628-LEPBLEBF_02726	53.5998434950
UniClust90_41628-LEPBLEBF_02726|unclassified	53.5998434950
UniClust90_4498-LHLHNFOP_00164	53.5905494815
UniClust90_4498-LHLHNFOP_00164|unclassified	53.5905494815
UniRef90_A0A0P0EXQ3	53.5876691652
UniRef90_A0A0P0EXQ3|s__Phocaeicola_vulgatus.t__SGB1814	42.3778593024
UniRef90_A0A0P0EXQ3|s__Bacteroides_caccae.t__SGB1877	7.1609839473
UniRef90_A0A0P0EXQ3|s__Bacteroides_faecis.t__SGB1860	4.0488259155
UniClust90_4883-PEMEKDOF_01372	53.5814438464
UniClust90_4883-PEMEKDOF_01372|unclassified	53.5814438464
UniRef90_A0A139MJK6	53.5807547166
UniRef90_A0A139MJK6|unclassified	53.5807547166
UniRef90_UNK4950-LJJGDPIH_00847	53.5800777524
UniRef90_UNK4950-LJJGDPIH_00847|unclassified	53.5800777524
UniRef90_A0A354DL82	53.5787599230
UniRef90_A0A354DL82|unclassified	53.5787599230
UniClust90_59785-ODJFKNCL_01960	53.5676836972
UniClust90_59785-ODJFKNCL_01960|unclassified	53.5676836972
UniRef90_D4IMY9	53.5570024482
UniRef90_D4IMY9|s__Bacteroides_faecis.t__SGB1860	20.8045766959
UniRef90_D4IMY9|s__Bacteroides_caccae.t__SGB1877	19.2642031989
UniRef90_D4IMY9|s__Phocaeicola_vulgatus.t__SGB1814	13.4882225533
UniClust90_41437-ELLEFGLE_01596	53.5440407814
UniClust90_41437-ELLEFGLE_01596|unclassified	53.5440407814
UniRef90_A0A380ZJL8	53.5290274655
UniRef90_A0A380ZJL8|s__Phocaeicola_vulgatus.t__SGB1814	47.1866170228
UniRef90_A0A380ZJL8|unclassified	6.3424104427
UniRef90_A0A1Y4UGU1	53.5050311749
UniRef90_A0A1Y4UGU1|unclassified	53.5050311749
UniRef90_C0FRY1	53.4987823830
UniRef90_C0FRY1|unclassified	53.4987823830
UniRef90_C6PV36	53.4956884625
UniRef90_C6PV36|unclassified	53.4956884625
UniRef90_C7GCP6	53.4892364022
UniRef90_C7GCP6|unclassified	53.4892364022
UniClust90_41406-HCLNEOKI_02156	53.4570728671
UniClust90_41406-HCLNEOKI_02156|unclassified	53.4570728671
UniRef90_R5WT82	53.4547127411
UniRef90_R5WT82|unclassified	53.4547127411
UniClust90_4859-KPGFLDJL_00154	53.4386609790
UniClust90_4859-KPGFLDJL_00154|unclassified	53.4386609790
UniClust90_63167-MLCPJCFI_01591	53.4199728738
UniClust90_63167-MLCPJCFI_01591|unclassified	53.4199728738
UniClust90_4235-BPDNMEGL_01496	53.4011240205
UniClust90_4235-BPDNMEGL_01496|unclassified	53.4011240205
UniRef90_A0A174WP62	53.3996943888
UniRef90_A0A174WP62|s__Phocaeicola_vulgatus.t__SGB1814	53.3996943888
UniRef90_A0A0P0M5X8	53.3846464385
UniRef90_A0A0P0M5X8|s__Phocaeicola_vulgatus.t__SGB1814	40.3830284199
UniRef90_A0A0P0M5X8|unclassified	13.0016180186
UniClust90_29415-LHIDKCHH_00969	53.3697442186
UniClust90_29415-LHIDKCHH_00969|unclassified	53.3697442186
UniRef90_F3PNL3	53.3690558750
UniRef90_F3PNL3|s__Bacteroides_faecis.t__SGB1860	27.0712807436
UniRef90_F3PNL3|s__Phocaeicola_vulgatus.t__SGB1814	9.4732557369
UniRef90_F3PNL3|s__Bacteroides_uniformis.t__SGB1836	8.9430395113
UniRef90_F3PNL3|s__Bacteroides_caccae.t__SGB1877	7.8814798832
UniRef90_A6L0E8	53.3634602661
UniRef90_A6L0E8|s__Phocaeicola_vulgatus.t__SGB1814	47.6301535375
UniRef90_A6L0E8|unclassified	5.7333067286
UniRef90_R9I528	53.3558141305
UniRef90_R9I528|s__Phocaeicola_vulgatus.t__SGB1814	53.3558141305
UniRef90_E2ZFL7	53.3552606484
UniRef90_E2ZFL7|unclassified	53.3552606484
UniRef90_A0A174USI8	53.3488619140
UniRef90_A0A174USI8|s__Phocaeicola_vulgatus.t__SGB1814	39.6399521314
UniRef90_A0A174USI8|unclassified	13.7089097826
UniClust90_73196-JGPNFGCO_01753	53.3091540585
UniClust90_73196-JGPNFGCO_01753|unclassified	53.3091540585
UniRef90_UNK41621-GDFBIONB_02328	53.3048311949
UniRef90_UNK41621-GDFBIONB_02328|unclassified	53.3048311949
UniRef90_A0A173R1U9	53.2976255126
UniRef90_A0A173R1U9|unclassified	53.2976255126
UniRef90_A0A2C1JXB8	53.2910061328
UniRef90_A0A2C1JXB8|unclassified	53.2910061328
UniRef90_A6L050	53.2730945784
UniRef90_A6L050|s__Phocaeicola_vulgatus.t__SGB1814	50.0548255770
UniRef90_A6L050|s__Bacteroides_uniformis.t__SGB1836	3.2182690014
UniRef90_A0A1C6KG13	53.2703112616
UniRef90_A0A1C6KG13|unclassified	53.2703112616
UniRef90_A0A1C5THK1	53.2439280414
UniRef90_A0A1C5THK1|unclassified	53.2439280414
UniRef90_I8ZLF0	53.2328812032
UniRef90_I8ZLF0|s__Phocaeicola_vulgatus.t__SGB1814	53.2328812032
UniClust90_4673-BPIHABEK_01972	53.1998170535
UniClust90_4673-BPIHABEK_01972|unclassified	53.1998170535
UniClust90_41645-OLDIKHFM_01719	53.1979855884
UniClust90_41645-OLDIKHFM_01719|unclassified	53.1979855884
UniRef90_A0A1C5WED5	53.1513405681
UniRef90_A0A1C5WED5|unclassified	53.1513405681
UniClust90_4948-GMPBPCAJ_01145	53.1490641855
UniClust90_4948-GMPBPCAJ_01145|unclassified	53.1490641855
UniRef90_A0A1G7PX80	53.1455645914
UniRef90_A0A1G7PX80|s__Phocaeicola_vulgatus.t__SGB1814	53.1455645914
UniRef90_Q8A0W0	53.1425869856
UniRef90_Q8A0W0|s__Phocaeicola_vulgatus.t__SGB1814	39.8184641226
UniRef90_Q8A0W0|s__Bacteroides_faecis.t__SGB1860	5.5541998268
UniRef90_Q8A0W0|s__Bacteroides_uniformis.t__SGB1836	3.1078267581
UniRef90_Q8A0W0|unclassified	2.8888255503
UniRef90_Q8A0W0|s__Parabacteroides_distasonis.t__SGB1934	1.2895253784
UniRef90_Q8A0W0|s__Bacteroides_caccae.t__SGB1877	0.4837453494
UniClust90_4922-PDCMCFNH_02717	53.1327018461
UniClust90_4922-PDCMCFNH_02717|unclassified	53.1327018461
UniRef90_Q8A612	53.1107258747
UniRef90_Q8A612|s__Phocaeicola_vulgatus.t__SGB1814	34.5379790419
UniRef90_Q8A612|s__Bacteroides_caccae.t__SGB1877	9.4288468671
UniRef90_Q8A612|s__Bacteroides_faecis.t__SGB1860	6.8978595066
UniRef90_Q8A612|s__Parabacteroides_distasonis.t__SGB1934	2.2460404591
UniRef90_A0A174XE14	53.1076630266
UniRef90_A0A174XE14|unclassified	53.1076630266
UniClust90_43540-NHOHFLNB_02530	53.1025569136
UniClust90_43540-NHOHFLNB_02530|unclassified	53.1025569136
UniRef90_A0A173VV97	53.0809764168
UniRef90_A0A173VV97|unclassified	53.0809764168
UniRef90_A0A3S4WPF7	53.0775055538
UniRef90_A0A3S4WPF7|unclassified	53.0775055538
UniClust90_14018-EGAONDLE_00110	53.0575770608
UniClust90_14018-EGAONDLE_00110|unclassified	53.0575770608
UniRef90_F8EZV5	53.0504645784
UniRef90_F8EZV5|unclassified	53.0504645784
UniRef90_A6KYJ5	53.0446123994
UniRef90_A6KYJ5|s__Phocaeicola_vulgatus.t__SGB1814	53.0446123994
UniRef90_A0A174X6T5	53.0406521052
UniRef90_A0A174X6T5|s__Phocaeicola_vulgatus.t__SGB1814	41.0092185661
UniRef90_A0A174X6T5|unclassified	12.0314335391
UniRef90_A0A173TNT0	53.0242021250
UniRef90_A0A173TNT0|unclassified	53.0242021250
UniRef90_UNK4963-MNPBAEFB_01177	52.9734005431
UniRef90_UNK4963-MNPBAEFB_01177|unclassified	52.9734005431
UniClust90_14949-IIDPOFNM_01488	52.9728646317
UniClust90_14949-IIDPOFNM_01488|unclassified	52.9728646317
UniClust90_25497-AAMEGOHE_00055	52.9621872949
UniClust90_25497-AAMEGOHE_00055|unclassified	52.9621872949
UniRef90_A0A374N2Z1	52.9521909713
UniRef90_A0A374N2Z1|s__Parabacteroides_distasonis.t__SGB1934	13.9926968228
UniRef90_A0A374N2Z1|s__Phocaeicola_vulgatus.t__SGB1814	13.2079920911
UniRef90_A0A374N2Z1|s__Bacteroides_faecis.t__SGB1860	12.1320678978
UniRef90_A0A374N2Z1|s__Bacteroides_caccae.t__SGB1877	11.2564703956
UniRef90_A0A374N2Z1|s__Bacteroides_uniformis.t__SGB1836	2.3629637640
UniRef90_D4K133	52.9430720883
UniRef90_D4K133|unclassified	52.9430720883
UniRef90_E6SPG5	52.9261653601
UniRef90_E6SPG5|s__Parabacteroides_distasonis.t__SGB1934	17.6987580688
UniRef90_E6SPG5|s__Phocaeicola_vulgatus.t__SGB1814	16.8658890461
UniRef90_E6SPG5|s__Bacteroides_faecis.t__SGB1860	9.6210778676
UniRef90_E6SPG5|s__Bacteroides_uniformis.t__SGB1836	8.7404403775
UniRef90_A0A069SHW8	52.9246109176
UniRef90_A0A069SHW8|s__Bacteroides_faecis.t__SGB1860	48.7373213061
UniRef90_A0A069SHW8|s__Phocaeicola_vulgatus.t__SGB1814	4.1872896115
UniRef90_A6L048	52.9183818775
UniRef90_A6L048|s__Phocaeicola_vulgatus.t__SGB1814	52.9183818775
UniRef90_A0A0N7J805	52.8999681236
UniRef90_A0A0N7J805|s__Phocaeicola_vulgatus.t__SGB1814	52.8999681236
UniClust90_21214-BNGAKLCI_01019	52.8892975923
UniClust90_21214-BNGAKLCI_01019|unclassified	52.8892975923
UniClust90_41874-FODLDMOL_01495	52.8868783002
UniClust90_41874-FODLDMOL_01495|unclassified	52.8868783002
UniClust90_14177-DNCMJCKD_02612	52.8842873474
UniClust90_14177-DNCMJCKD_02612|unclassified	52.8842873474
UniRef90_A0A0P0M1C8	52.8249702889
UniRef90_A0A0P0M1C8|s__Bacteroides_faecis.t__SGB1860	27.9969140573
UniRef90_A0A0P0M1C8|s__Phocaeicola_vulgatus.t__SGB1814	24.8280562316
UniRef90_UNK4673-BPIHABEK_00939	52.8178545954
UniRef90_UNK4673-BPIHABEK_00939|unclassified	52.8178545954
UniRef90_C7G886	52.8099454577
UniRef90_C7G886|unclassified	52.8099454577
UniRef90_C0FQJ9	52.8077461472
UniRef90_C0FQJ9|unclassified	52.8077461472
UniClust90_41496-KNINBDGM_02660	52.8041845982
UniClust90_41496-KNINBDGM_02660|unclassified	52.8041845982
UniRef90_A0A0P0LDE8	52.7951076797
UniRef90_A0A0P0LDE8|s__Phocaeicola_vulgatus.t__SGB1814	46.7563130830
UniRef90_A0A0P0LDE8|unclassified	6.0387945966
UniRef90_C0FTS6	52.7944644214
UniRef90_C0FTS6|unclassified	52.7944644214
UniRef90_A0A395VPC4	52.7882135063
UniRef90_A0A395VPC4|s__Bacteroides_faecis.t__SGB1860	52.6962030568
UniRef90_A0A395VPC4|s__Phocaeicola_vulgatus.t__SGB1814	0.0920104496
UniRef90_A0A0P0LFG9	52.7519696999
UniRef90_A0A0P0LFG9|s__Phocaeicola_vulgatus.t__SGB1814	34.4487292732
UniRef90_A0A0P0LFG9|unclassified	18.3032404268
UniRef90_C0D286	52.7312574705
UniRef90_C0D286|unclassified	52.7312574705
UniClust90_7276-EDJGGALB_01675	52.7186595379
UniClust90_7276-EDJGGALB_01675|unclassified	52.7186595379
UniClust90_102243-LPNJENCL_02111	52.6940204948
UniClust90_102243-LPNJENCL_02111|unclassified	52.6940204948
UniClust90_4587-MKKEAKAC_00236	52.6915314814
UniClust90_4587-MKKEAKAC_00236|unclassified	52.6915314814
UniRef90_D4VA46	52.6843469633
UniRef90_D4VA46|s__Phocaeicola_vulgatus.t__SGB1814	52.6843469633
UniRef90_A0A174BNQ1	52.6567140054
UniRef90_A0A174BNQ1|unclassified	52.6567140054
UniRef90_UNK36953-KIJMHCMJ_01616	52.6263274572
UniRef90_UNK36953-KIJMHCMJ_01616|unclassified	52.6263274572
UniClust90_5063-HELKELAC_01658	52.6253028229
UniClust90_5063-HELKELAC_01658|unclassified	52.6253028229
UniRef90_E2ZIJ6	52.6151078930
UniRef90_E2ZIJ6|unclassified	52.6151078930
UniRef90_A0A3D0FF81	52.6114905491
UniRef90_A0A3D0FF81|unclassified	52.6114905491
UniRef90_C7G6J9	52.6095366936
UniRef90_C7G6J9|unclassified	52.6095366936
UniRef90_D4V3I0	52.5950960417
UniRef90_D4V3I0|s__Phocaeicola_vulgatus.t__SGB1814	52.5950960417
UniClust90_53576-CENHFCIE_00482	52.5825462021
UniClust90_53576-CENHFCIE_00482|unclassified	52.5825462021
UniRef90_A0A174A1H7	52.5816475155
UniRef90_A0A174A1H7|unclassified	52.5816475155
UniRef90_C7HSH5	52.5768178422
UniRef90_C7HSH5|unclassified	52.5768178422
UniClust90_4701-MDLPLHIH_01220	52.5636588388
UniClust90_4701-MDLPLHIH_01220|unclassified	52.5636588388
UniRef90_A0A173SFU6	52.5550935302
UniRef90_A0A173SFU6|unclassified	52.5550935302
UniRef90_A0A174B5X0	52.5512586240
UniRef90_A0A174B5X0|unclassified	52.5512586240
UniRef90_A0A174GK19	52.5325285644
UniRef90_A0A174GK19|unclassified	52.5325285644
UniRef90_A0A174QSM6	52.5309806051
UniRef90_A0A174QSM6|s__Phocaeicola_vulgatus.t__SGB1814	32.5316211679
UniRef90_A0A174QSM6|unclassified	16.6181513704
UniRef90_A0A174QSM6|s__Bacteroides_caccae.t__SGB1877	3.3812080668
UniClust90_41453-HIDCOFMO_01241	52.5242149909
UniClust90_41453-HIDCOFMO_01241|unclassified	52.5242149909
UniRef90_S2YWE9	52.5196755347
UniRef90_S2YWE9|unclassified	52.5196755347
UniRef90_A0A397WB56	52.5079161455
UniRef90_A0A397WB56|s__Phocaeicola_vulgatus.t__SGB1814	52.5079161455
UniClust90_4861-JKJLMJMJ_01597	52.4745809754
UniClust90_4861-JKJLMJMJ_01597|unclassified	52.4745809754
UniRef90_A6KZL1	52.4588428155
